id,eng_lemma,swe_lemma,status,pos,src
ICT1429,hexadecimal,hexadecimalt,silver,N?,ICT
ICT1641,interplanetary,interplanetarisk,silver,N?,ICT
ACM458,interpreters,interpretatorer,silver,N?,ACM
ICT1845,macro,makro,silver,N?,ICT
ICT2057,multimedia,multimedia,silver,N?,ICT
ACM461,parsing,parsning,silver,N?,ACM
ICT2437,pioneer,pionjär,silver,N?,ICT
ICT2440,pixels,pixlar,silver,N?,ICT
ACM450,polymorphism,polymorfism,silver,N?,ACM
ICT2487,positioning,positionering,silver,N?,ICT
ICT2559,probabilistic,probabilistiska,silver,N?,ICT
ICT2609,proprietary,proprietära,silver,N?,ICT
ACM452,recursion,rekursion,silver,N?,ACM
ICT2876,roaming,roaming,silver,N?,ICT
ACM1059,robotics,robotik,silver,N?,ACM
ACM270,routers,routrar,silver,N?,ACM
ICT2944,scrum,scrum,silver,N?,ICT
ICT3016,serialization,serialisering,silver,N?,ICT
ACM297,servers,servrar,silver,N?,ACM
ICT3075,sigmoid,sigmoid,silver,N?,ICT
ICT3339,synthesizer,syntetiserare,silver,N?,ICT
ICT3568,unassigned,otilldelad,silver,N?,ICT
ICT3599,unlicensed,olicensierad,silver,N?,ICT
ICT3607,unsynchronized,osynkroniserad,silver,N?,ICT
ACM1208,volumetric,volymetrisk,silver,N?,ACM
ICT3746,web,webb,silver,N?,ICT
ICT3761,website,webbsida,silver,N?,ICT
