,id,eng_lemma,swe_lemma,status,pos,src
5418,ICT2956,secure element (SE),säkerhetselement (SE),bronze,N?,ICT
5419,ICT2957,secure financial transactions,säkra finansiella transaktioner,bronze,N?,ICT
5420,ICT2958,secure neighbor discovery,säkra granne upptäckt,bronze,N?,ICT
5421,ICT2959,secure real-time protocol (SRTP),säkra realtidsprotokoll ,bronze,N?,ICT
5422,ICT2960,secure real-time transport protocol (SRTP),säker realtidstransportprotokoll,bronze,N?,ICT
5423,ICT2954,secure secured  security,säkra säkrat säkerhet,bronze,N?,ICT
5424,ICT2961,secure sockets layer (SSL),,bronze,N?,ICT
5425,ICT2962,secure VoIP,säkra VoIP,bronze,N?,ICT
5426,GF1277,secure, säkra,silver,V,GF
5427,ACM1395,Security,Säkerhet,bronze,N?,ACM
5428,ICT2963,security,säkerhet,bronze,N?,ICT
5429,ACM1446,Security [*],Säkerhet [*],bronze,N?,ACM
5430,ACM1438,Security and Protection (4.6,Säkerhet och skydd (4.6,bronze,N?,ACM
5431,ACM235,Security and protection (e.g.,Säkerhet och skydd (t.ex. brandväggar),bronze,N?,ACM
5432,ACM504,Security and Protection (K.6.5),Säkerhet och skydd (K.6.5),bronze,N?,ACM
5433,ICT2964,security as a service,säkerhet som en tjänst,bronze,N?,ICT
5434,ICT2965,security awareness,säkerhetsmedvetande,bronze,N?,ICT
5435,ICT2966,security awareness program,säkerhetsmedvetande programmet,bronze,N?,ICT
5436,ICT2967,security functions,säkerhetsfunktioner,bronze,N?,ICT
5437,ICT2968,security guard,säkerhetsvakt,bronze,N?,ICT
5438,ACM510,Security kernels [**],Säkerhetskärnor,bronze,N?,ACM
5439,ICT2969,security measures/controls,säkerhetsåtgärder/kontroller,bronze,N?,ICT
5440,ICT2970,security of embedded devices,säkerheten för inbäddade enheter,bronze,N?,ICT
5441,ICT2971,security policy,säkerhetspolitik,bronze,N?,ICT
5442,ICT2972,security policy database,säkerhetspolitik databas,bronze,N?,ICT
5443,GF1278,security protocol,säkerhetsprotokoll,silver,N,GF
5444,ICT2973,security risks,säkerhetsrisker,bronze,N?,ICT
5445,ACM860,Security,,bronze,N?,ACM
5446,ACM826,Security,,bronze,N?,ACM
5447,GF1279,security,säkerhet,silver,N,GF
5448,ICT2974,seeing,ser,bronze,N?,ICT
5449,ICT2975,seemingly,synes,bronze,N?,ICT
5450,ICT2976,segment segmented segmentation,segmentet segmente segmenterad,bronze,N?,ICT
5451,ACM1176,Segmentation,Segmentering,bronze,N?,ACM
5452,ACM483,Segmentation [**],Segmentering [**],bronze,N?,ACM
5453,GF1280,segmentation,segmentering,silver,N,GF
5454,ICT2977,seismic,seismisk,bronze,N?,ICT
5455,ICT2978,select selects selectively selected selective selection,väljer selektivt valda selektiva urvalet,bronze,N?,ICT
5456,GF1281,select, välja,silver,V,GF
5457,ICT2979,selection,val,bronze,N?,ICT
5458,ACM886,Selection process,Selekteringsprocess,bronze,N?,ACM
5459,GF1282,selection sort,urvalssortering,silver,N,GF
5460,GF1283,selection,urval,silver,N,GF
5461,ICT2980,selective,selektiv,bronze,N?,ICT
5462,ICT2981,self test,självtest,bronze,N?,ICT
5463,ICT2982,self-actualization,självförverkligande,bronze,N?,ICT
5464,ACM1363,Self-assessment,Självutvärdering,bronze,N?,ACM
5465,ICT2983,self-aware,självmedveten,bronze,N?,ICT
5466,ICT2984,self-configuration,själv konfiguration,bronze,N?,ICT
5467,ICT2985,self-configuring,självkonfigurerande,bronze,N?,ICT
5468,ACM576,Self-modifying machines (e.g.,Självmodifierande maskiner (t.ex. neuronnät),bronze,N?,ACM
5469,ICT2986,self-organization,självorganisering,bronze,N?,ICT
5470,ICT2987,self-organizing,självorganiserande,bronze,N?,ICT
5471,ICT2988,self-reconfigurable,själv rekonfigurerbar,bronze,N?,ICT
5472,ICT2989,self-report,självrapport,bronze,N?,ICT
5473,ICT2990,self-service business intelligence,självbetjäning omvärldsbevakning,bronze,N?,ICT
5474,ICT2991,selling,säljande,bronze,N?,ICT
5475,GF1284,semantic,semantisk,silver,A,GF
5476,ICT2993,semantic interoperability,semantisk interoperabilitet,bronze,N?,ICT
5477,ACM1031,Semantic networks,Semantiska nät,bronze,N?,ACM
5478,ACM419,Semantics,Semantik,bronze,N?,ACM
5479,ICT2992,semantics,semantik,bronze,N?,ICT
5480,ICT2994,semantics of business vocabulary and rules (SBVR),semantik för företag ordförråd och regler,bronze,N?,ICT
5481,ACM620,Semantics of Programming Languages (1),Semantik hos programspråk (1),bronze,N?,ACM
5482,GF1285,semantics,semantik,silver,N,GF
5483,ICT2995,semanticweb,semantiska webben,bronze,N?,ICT
5484,GF1286,semaphore,semafor,silver,N,GF
5485,ACM60,Semiconductor Memories  (7.1),Halvledarminnen (7.1),bronze,N?,ACM
5486,GF1287,semiconductor,halvledare,silver,N,GF
5487,ICT2996,seminar,seminarium,bronze,N?,ICT
5488,ICT2997,send sends sending,skicka sänder sändande,bronze,N?,ICT
5489,ICT2998,sender senders,avsändare avsändare,bronze,N?,ICT
5490,ICT2999,sense sensing,känna avkännande,bronze,N?,ICT
5491,GF1288,sense, förstå,silver,V,GF
5492,GF1289,sense,sinne,silver,N,GF
5493,ICT3000,sensed amplifier flip flop (SAFF),avkänningsförstärkare flip flop ,bronze,N?,ICT
5494,ICT3001,sensitive sensitivity,känslig känslighet,bronze,N?,ICT
5495,ACM1195,Sensor fusion,Sensorfusion,bronze,N?,ACM
5496,ICT3004,sensor network,sensornätverk,bronze,N?,ICT
5497,ICT3005,sensor system,sensorsystem,bronze,N?,ICT
5498,GF1290,sensor,sensor,silver,N,GF
5499,ICT3003,sensor-based,sensorbaserad,bronze,N?,ICT
5500,ICT3006,sensor/sensors,sensor/sensorer,bronze,N?,ICT
5501,ACM1066,Sensors,Sensorer,bronze,N?,ACM
5502,ICT3002,sensor|s,sensor sensorer,bronze,N?,ICT
5503,ICT3007,sent sents,från/avsändare,bronze,N?,ICT
5504,ICT3008,separable,separerbar,bronze,N?,ICT
5505,GF1291,separate, åtskilja,silver,V,GF
5506,ICT3009,separate|s separation separately separators,separat separerar separations separat separatorer,bronze,N?,ICT
5507,GF1292,sequence,sekvens,silver,N,GF
5508,ICT3010,sequence|s sequencing,sekvens sekvenser sekvensbestämning,bronze,N?,ICT
5509,ACM607,Sequencing and scheduling,Sekvensering och schemaläggning,bronze,N?,ACM
5510,GF1293,sequential,sekventiell,silver,A,GF
5511,ICT3011,sequential bifurcation,sekventiell bifurkation,bronze,N?,ICT
5512,ACM144,Sequential circuits,Sekventiella kretsar,bronze,N?,ACM
5513,ACM309,Sequential Programming,Sekventiell programmering,bronze,N?,ACM
5514,ACM70,Sequential-access memory [**],Sekventiellt minne,bronze,N?,ACM
5515,ICT3012,serial,seriell,bronze,N?,ICT
5516,ICT3013,serial peripheral interface,,bronze,N?,ICT
5517,ICT3014,serial peripheral interface (SPI) interface,seriella perifera gränssnitt ,bronze,N?,ICT
5518,ICT3015,serial presence detect (SPD),,bronze,N?,ICT
5519,ICT3016,serialization,serialisering,bronze,N?,ICT
5520,ICT3017,series,serie,bronze,N?,ICT
5521,ACM1173,Series expansion methods,Serieexpansionsmetoder,bronze,N?,ACM
5522,ICT3018,serious,allvarlig,bronze,N?,ICT
5523,ICT3019,serve serves served serving,tjäna tjänar tjänat betjänar,bronze,N?,ICT
5524,ICT3020,server servers,server servrar,bronze,N?,ICT
5525,GF1294,server,server,silver,N,GF
5526,ICT3021,server-based,serverbaserad,bronze,N?,ICT
5527,ACM297,Servers,Servrar,bronze,N?,ACM
5528,ICT3024,service availability,tjänstens tillgänglighet,bronze,N?,ICT
5529,ICT3025,service behavior,tjänsten beteende,bronze,N?,ICT
5530,ICT3026,service creation,skapande av tjänster,bronze,N?,ICT
5531,ICT3027,service discovery,tjänst upptäckt,bronze,N?,ICT
5532,ICT3028,service discovery protocol,tjänsteidentifieringsprotokollet,bronze,N?,ICT
5533,ICT3029,service guarantee,servicegaranti,bronze,N?,ICT
5534,ICT3030,service innovation,serviceinnovation,bronze,N?,ICT
5535,ICT3031,service level agreement (SLA),servicenivåavtal,bronze,N?,ICT
5536,ICT3032,service location protocol (SLP),,bronze,N?,ICT
5537,ICT3033,service oriented architecture/service-oriented architecture (SOA),tjänsteorienterad arkitektur,bronze,N?,ICT
5538,ICT3034,service policy management,tjänstepolicyhantering,bronze,N?,ICT
5539,ICT3035,service providers,tjänsteleverantörer,bronze,N?,ICT
5540,ICT3036,service provisioning,tjänsteprovisione,bronze,N?,ICT
5541,ICT3037,service quality,servicekvalitet,bronze,N?,ICT
5542,GF1295,service,tjänst,silver,N,GF
5543,ICT3038,service-based,tjänstebaserad,bronze,N?,ICT
5544,ICT3023,service|s, tjänst  tjänster,bronze,N?,ICT
5545,ICT3039,servlet servlets,,bronze,N?,ICT
5546,ICT3041,session initiation protocol (SIP),,bronze,N?,ICT
5547,ICT3042,session initiation protocol for instant messaging and presence leveraging extensions (SIMPLE),Session Initiation Protocol för snabbmeddelanden och närvaro utnyttja förlängningar,bronze,N?,ICT
5548,ICT3043,session mobility,sessionsmobilitet,bronze,N?,ICT
5549,ICT3040,session sessions,sessions sessioner,bronze,N?,ICT
5550,GF1296,session,session,silver,N,GF
5551,ICT3044,set sets setting|s,"""""""ställa in""""   uppsättningar inställningar""",bronze,N?,ICT
5552,ACM646,Set theory,,bronze,N?,ACM
5553,GF1297,set theory,mängdteori,silver,N,GF
5554,GF1298,set, sätta,silver,V,GF
5555,GF1299,set,uppsättning,silver,N,GF
5556,ICT3045,set-top box (STB),set-top-box ,bronze,N?,ICT
5557,GF1300,setting,inställning,silver,N,GF
5558,ICT3046,settlements,settlement,bronze,N?,ICT
5559,ICT3047,setup set-up,inställning,bronze,N?,ICT
5560,ICT3022,several,flera,bronze,N?,ICT
5561,ICT3048,SFR,,bronze,N?,ICT
5562,ACM1196,Shading,Skuggning,bronze,N?,ACM
5563,ICT3049,shading,skuggning,bronze,N?,ICT
5564,ICT3050,shadow,skugga,bronze,N?,ICT
5565,GF1301,shadow,skugga,silver,N,GF
5566,ICT3051,shallow,grunt,bronze,N?,ICT
5567,ACM1076,Shape,Form,bronze,N?,ACM
5568,ACM1197,Shape,Form,bronze,N?,ACM
5569,ICT3052,shape,form,bronze,N?,ICT
5570,GF1302,share, dela,silver,V,GF
5571,ACM71,Shared memory,Delat minne,bronze,N?,ACM
5572,ICT3054,shared secret keys,delade hemliga nycklar,bronze,N?,ICT
5573,ICT3055,shared-key,delad nyckel,bronze,N?,ICT
5574,ICT3056,shared-memory,delat minne,bronze,N?,ICT
5575,ICT3057,shareholder value,aktieägarvärde,bronze,N?,ICT
5576,GF1303,shareware,shareware,silver,N,GF
5577,ICT3053,share|s shared sharing,andel delar delad delning,bronze,N?,ICT
5578,ICT3058,sharing,delning,bronze,N?,ICT
5579,GF1304,sharing,fördelning,silver,N,GF
5580,ACM1165,Sharpening and deblurring [**],Skärpa och suddighet,bronze,N?,ACM
5581,GF1305,sheet,ark,silver,N,GF
5582,GF1306,shelf,hylla,silver,N,GF
5583,ICT3059,shell,skal,bronze,N?,ICT
5584,ICT3060,shelter,"""""""tak över huvudet""""""",bronze,N?,ICT
5585,ICT3061,shift|s shifted shifting,shift skiftar skiftat växling,bronze,N?,ICT
5586,ICT3062,shipping,leverans,bronze,N?,ICT
5587,ICT3063,shoot,skjuta,bronze,N?,ICT
5588,ICT3064,shopping,handel,bronze,N?,ICT
5589,ICT3065,short,kort,bronze,N?,ICT
5590,ICT3067,short message service (SMS),tjänst för korta textmeddelanden,bronze,N?,ICT
5591,ICT3068,short message service injection,kortmeddelandetjänst injektion,bronze,N?,ICT
5592,ICT3066,short-range,kortdistans,bronze,N?,ICT
5593,ICT3069,show shows showed showing,visa visar visade visning,bronze,N?,ICT
5594,ICT3070,shown,visas,bronze,N?,ICT
5595,ICT3071,shutdown,avstängning,bronze,N?,ICT
5596,ICT3072,side channel,sidokanal,bronze,N?,ICT
5597,ICT3073,side channel attacks,sidokanalsattacker,bronze,N?,ICT
5598,GF1307,side,sida,silver,N,GF
5599,ICT3074,sight,syn,bronze,N?,ICT
5600,ICT3075,sigmoid,sigmoid,bronze,N?,ICT
5601,ICT3076,sign signing signed,underteckna signera signerad,bronze,N?,ICT
5602,ACM973,Signal analysis,,bronze,N?,ACM
5603,ACM1228,Signal processing,Signalbehandling,bronze,N?,ACM
5604,ICT3077,signal processing,signalbehandling,bronze,N?,ICT
5605,ACM277,Signal processing systems,Signalbehandlingssystem,bronze,N?,ACM
5606,GF1308,signal processing,signalbehandling,silver,N,GF
5607,ICT3078,signal signals signaling  signalling,signal signaler signalering,bronze,N?,ICT
5608,ICT3079,signal strength,signalstyrka,bronze,N?,ICT
5609,ICT3080,signaling,signalering,bronze,N?,ICT
5610,ICT3081,signaling transport (SIGTRAN),signaleringstrafiken,bronze,N?,ICT
5611,ICT3082,signalling system #7 (SS7),signalsystem 7 ,bronze,N?,ICT
5612,GF1309,signature,signatur,silver,N,GF
5613,ICT3083,signature|s,signatur signaturer,bronze,N?,ICT
5614,ICT3084,signed signing,tecknat tecknandet,bronze,N?,ICT
5615,GF1310,significant,viktig,silver,A,GF
5616,ICT3085,significant significance,signifikant betydelse,bronze,N?,ICT
5617,ICT3086,silence,tystnad,bronze,N?,ICT
5618,ICT3087,silent,tyst,bronze,N?,ICT
5619,ICT3088,silica,kiseldioxid,bronze,N?,ICT
5620,GF1311,silicon,silikon,silver,N,GF
5621,ICT3089,silverware,bestick,bronze,N?,ICT
5622,ICT3090,SIM card packaging process,SIM-kort förpackningsprocessen,bronze,N?,ICT
5623,GF1312,similar,liknande,silver,A,GF
5624,ICT3091,similar similarly,"""liknande """"på liknande sätt""""""",bronze,N?,ICT
5625,ACM1225,Similarity measures,Likhetsmått,bronze,N?,ACM
5626,ICT3092,similarity scoring function,likheten poängsättning funktion,bronze,N?,ICT
5627,ICT3095,Simple Ajax Toolkit  (SAJAX),,bronze,N?,ICT
5628,ICT3096,simple mail transfer protocol (SMTP),,bronze,N?,ICT
5629,ICT3097,Simple Network Management Protocol (SNMP),,bronze,N?,ICT
5630,ICT3093,simple simpler,enkel enklare,bronze,N?,ICT
5631,ACM983,Simplification of expressions,Förenkling av uttryck,bronze,N?,ACM
5632,ICT3094,simplifies simplified,förenklar förenklad,bronze,N?,ICT
5633,ICT3098,simply,helt enkelt,bronze,N?,ICT
5634,GF1313,simulate, simulera,silver,V,GF
5635,ACM729,Simulated annealing,,bronze,N?,ACM
5636,ICT3099,simulating,simulera,bronze,N?,ICT
5637,ACM126,Simulation,Simulering,bronze,N?,ACM
5638,ACM155,Simulation,Simulering,bronze,N?,ACM
5639,ACM174,Simulation,Simulering,bronze,N?,ACM
5640,ACM524,Simulation,Simulering,bronze,N?,ACM
5641,ACM103,Simulation [**],Simulering [**],bronze,N?,ACM
5642,ACM20,Simulation [**],Simulering [**],bronze,N?,ACM
5643,ACM46,Simulation [**],Simulering [**],bronze,N?,ACM
5644,ACM75,Simulation [**],Simulering [**],bronze,N?,ACM
5645,ACM1235,SIMULATION AND MODELING (G.3),SIMULERING OCH MODELLERING (G.3),bronze,N?,ACM
5646,ACM1241,Simulation Languages,Simuleringsspråk,bronze,N?,ACM
5647,GF1314,simulation method,simuleringsmetod,silver,N,GF
5648,ACM1246,Simulation Output Analysis,Analys av simuleringsutdata,bronze,N?,ACM
5649,ACM1247,Simulation Support Systems,Simuleringsstödsystem,bronze,N?,ACM
5650,ACM1237,Simulation Theory,Simuleringsteori,bronze,N?,ACM
5651,GF1315,simulation,simulering,silver,N,GF
5652,ICT3100,simulation/simulations,simulering/simuleringar,bronze,N?,ICT
5653,ICT3101,simultaneous simultaneously,samtidig samtidigt,bronze,N?,ICT
5654,ICT3102,single,singel,bronze,N?,ICT
5655,ACM199,Single Data Stream Architectures,Arkitekturer med singeldataström,bronze,N?,ACM
5656,ICT3103,Single Page Application (SPA),,bronze,N?,ICT
5657,ICT3104,single Sideband modulation (SSB),enkelt sidband,bronze,N?,ICT
5658,ACM213,Single-instruction-stream,Processorer med singelinstruktionsström och flerdataström,bronze,N?,ACM
5659,ACM203,Single-instruction-stream,Processorer med singelinstruktionsström och singeldataström,bronze,N?,ACM
5660,GF1316,singleton,singleton,silver,N,GF
5661,ACM701,Singular value decomposition,,bronze,N?,ACM
5662,ICT3105,sinks,vask,bronze,N?,ICT
5663,ICT3106,SIP Express Router (SER),,bronze,N?,ICT
5664,ICT3107,SIP Service Manager,SIP servicechef,bronze,N?,ICT
5665,ICT3108,SIP Signaling Messages,SIP-signaleringsmeddelanden,bronze,N?,ICT
5666,GF1317,site,sajt,silver,N,GF
5667,ICT3109,sites,platser,bronze,N?,ICT
5668,ICT3110,situation,situationen,bronze,N?,ICT
5669,ICT3111,situation analysis,nulägesanalys,bronze,N?,ICT
5670,ACM1186,Size and shape,Storlek och form,bronze,N?,ACM
5671,ICT3112,size|s sized,storlek storlekar stora ,bronze,N?,ICT
5672,ICT3113,sketching,skissa,bronze,N?,ICT
5673,GF1318,skill,färdighet,silver,N,GF
5674,ICT3114,skin,hud,bronze,N?,ICT
5675,ICT3115,slave|s,slav slavar,bronze,N?,ICT
5676,ICT3116,sleep sleeping,sömn sovande,bronze,N?,ICT
5677,ICT3117,slide slides,diabild diabilder,bronze,N?,ICT
5678,ICT3118,slots,luckor,bronze,N?,ICT
5679,ICT3120,slow-start,långsamstarten,bronze,N?,ICT
5680,ICT3119,slower,långsammare,bronze,N?,ICT
5681,ICT3121,small and medium sized enterprises (SME),små och medelstora företag (SMF),bronze,N?,ICT
5682,ICT3122,small cell,småceller,bronze,N?,ICT
5683,ICT3123,small cell network,småcellig nätet,bronze,N?,ICT
5684,ICT3124,small cell security,småcellig säkerhet,bronze,N?,ICT
5685,ICT3125,small office-home office (SOHO) routers,litet kontor-hemmakontor routrar,bronze,N?,ICT
5686,ICT3126,small-scale,småskalig,bronze,N?,ICT
5687,ICT3127,smart,smarta,bronze,N?,ICT
5688,ICT3128,smart and IP-able TV,Smart TV,bronze,N?,ICT
5689,ICT3129,smart card,smartkort,bronze,N?,ICT
5690,ICT3130,smart card authentication,smartkort autentisering,bronze,N?,ICT
5691,ICT3131,smart environments,smarta miljöer/intelligenta omgivningar,bronze,N?,ICT
5692,ICT3132,smart grid,smarta elnät,bronze,N?,ICT
5693,ICT3133,smart home,smart hem,bronze,N?,ICT
5694,ICT3134,smart meter,smart mätare,bronze,N?,ICT
5695,ICT3135,smart objects,smarta objekt,bronze,N?,ICT
5696,ICT3136,smart phone smartphone / smartphones,smarttelefon / smarttelefoner,bronze,N?,ICT
5697,ACM278,Smartcards,Smartkort,bronze,N?,ACM
5698,ICT3137,smartphone security,smarttelefon säkerhet,bronze,N?,ICT
5699,ICT3138,smartphone-app,smarttelefon-app,bronze,N?,ICT
5700,ACM678,Smoothing,,bronze,N?,ACM
5701,ACM1166,Smoothing,Utjämning,bronze,N?,ACM
5702,ICT3139,sniff sniffing,sniff sniffning,bronze,N?,ICT
5703,ICT3140,so-called,så kallad (s.k.),bronze,N?,ICT
5704,ACM1312,SOCIAL AND BEHAVIORAL SCIENCES,SOCIALVETENSKAP OCH BETEENDEVETENSKAP,bronze,N?,ACM
5705,ICT3142,social interaction,social interaktion,bronze,N?,ICT
5706,ACM1379,Social Issues,Sociala frågor,bronze,N?,ACM
5707,ICT3143,social network sites (OSNS),webbplatser för sociala nätverk,bronze,N?,ICT
5708,ICT3144,social network/social networking,sociala nätverk,bronze,N?,ICT
5709,ICT3141,social socially,social socialt,bronze,N?,ICT
5710,ICT3145,socio-economic impact,socioekonomiska effekter,bronze,N?,ICT
5711,ACM1315,Sociology,Sociologi,bronze,N?,ACM
5712,ICT3146,socket|s,uttag,bronze,N?,ICT
5713,ICT3147,soft factors,mjuka faktorer,bronze,N?,ICT
5714,ICT3148,soft secure element (soft-SE),programvara säkerhetselement (SE),bronze,N?,ICT
5715,ICT3149,soft-output Viterbi decoder,mjuk-output Viterbi-avkodare,bronze,N?,ICT
5716,ICT3150,softswitch softswitches,programvara omkopplare,bronze,N?,ICT
5717,ICT3151,software,mjukvara,bronze,N?,ICT
5718,ACM1347,Software,Program,bronze,N?,ACM
5719,ACM300,Software,Program,bronze,N?,ACM
5720,GF1319,software architecture,mjukvaruarkitektur,silver,N,GF
5721,ACM398,Software Architectures,Programarkitekturer,bronze,N?,ACM
5722,ICT3152,software as a service (SaaS),mjukvara som en tjänst ,bronze,N?,ICT
5723,ACM391,Software configuration management,,bronze,N?,ACM
5724,ICT3153,software defined networking,programvara-definierade nätverk,bronze,N?,ICT
5725,GF1320,software deployment,mjukvaruimplementering,silver,N,GF
5726,ACM1430,Software development,Programutveckling,bronze,N?,ACM
5727,GF1321,software development assignment,mjukvaruutvecklingsuppgift,silver,N,GF
5728,ICT3154,software development kit,programutvecklingspaket,bronze,N?,ICT
5729,ICT3155,software development process,mjukvaruutvecklingsprocesser,bronze,N?,ICT
5730,GF1322,software development process,mjukvaruutvecklingsprocess,silver,N,GF
5731,GF1323,software development project,mjukvaruutvecklingsprojekt,silver,N,GF
5732,ICT3156,software development tool,programutvecklingsverktyg,bronze,N?,ICT
5733,GF1324,software development,mjukvaruutveckling,silver,N,GF
5734,ICT3157,software documentation,mjukvarudokumentation,bronze,N?,ICT
5735,GF1325,software engineer,mjukvaruingenjör,silver,N,GF
5736,ACM314,SOFTWARE ENGINEERING (K.6.3),Programkonstruktion,bronze,N?,ACM
5737,ACM332,Software libraries,Programbibliotek,bronze,N?,ACM
5738,ACM1431,Software maintenance,Programunderhåll,bronze,N?,ACM
5739,ACM1429,Software Management (2.9),Programförvaltning,bronze,N?,ACM
5740,ICT3158,software metrics,programvarastatistik,bronze,N?,ICT
5741,ACM1432,Software process,Programprocess,bronze,N?,ACM
5742,ACM392,Software process models (e.g.,Processmodeller inom programmering (t.ex. CMM,bronze,N?,ACM
5743,ACM822,Software psychology,,bronze,N?,ACM
5744,ACM533,Software psychology [**],Programpsykologi [**],bronze,N?,ACM
5745,ACM393,Software quality assurance (SQA),Programkvalitetssäkring (SQA),bronze,N?,ACM
5746,ACM384,Software science [**],,bronze,N?,ACM
5747,ACM1433,Software selection,Val av program,bronze,N?,ACM
5748,ACM1115,Software support,Programsupport,bronze,N?,ACM
5749,ICT3159,software synthesis,programvara syntes,bronze,N?,ICT
5750,GF1326,software system,mjukvarusystem,silver,N,GF
5751,GF1327,software technology,programvaruteknik,silver,N,GF
5752,GF1328,software tool,programmeringsverktyg,silver,N,GF
5753,GF1329,software,programvara,silver,N,GF
5754,ICT3160,software-defined network,mjukvarudefinierade nätverk,bronze,N?,ICT
5755,ICT3161,software-defined networking (SDN),mjukvarudefinierade nätverk,bronze,N?,ICT
5756,ACM345,Software/Program Verification  (F.3.1),Programverifiering,bronze,N?,ACM
5757,ICT3162,solar,sol-,bronze,N?,ICT
5758,ICT3163,solar cell/solar cells,solcell/solcellar,bronze,N?,ICT
5759,GF1330,solid,solid,silver,A,GF
5760,ICT3165,solution selling,lösning försäljning,bronze,N?,ICT
5761,ICT3164,solution solutions,lösning lösningar,bronze,N?,ICT
5762,GF1331,solution,lösning,silver,N,GF
5763,GF1332,solve, lösa,silver,V,GF
5764,ICT3166,solving,lösa,bronze,N?,ICT
5765,ICT3167,someone,någon,bronze,N?,ICT
5766,ICT3168,something,något,bronze,N?,ICT
5767,ICT3169,sometimes,ibland,bronze,N?,ICT
5768,ICT3170,somewhat,något,bronze,N?,ICT
5769,ICT3171,sooner,förr,bronze,N?,ICT
5770,ICT3172,sophisticated,sofistikerad,bronze,N?,ICT
5771,GF1333,sort, sortera,silver,V,GF
5772,GF1334,sorting algorithm,sorteringsalgoritm,silver,N,GF
5773,ACM608,Sorting and searching,Sortering och sökning,bronze,N?,ACM
5774,ACM565,Sorting/searching,Sortering och sökning,bronze,N?,ACM
5775,ACM970,Sound and Music Computing  (J.5),,bronze,N?,ACM
5776,GF1335,sound card,ljudkort,silver,N,GF
5777,ICT3173,sound design,ljuddesign,bronze,N?,ICT
5778,GF1336,sound, ljuda,silver,V,GF
5779,GF1337,sound,ljud,silver,N,GF
5780,GF1338,source code,källkod,silver,N,GF
5781,ICT3175,source routing,källrouting,bronze,N?,ICT
5782,ICT3174,source sources,källa källor,bronze,N?,ICT
5783,GF1339,source,källa,silver,N,GF
5784,GF1340,space, fördela,silver,V,GF
5785,GF1341,space,plats,silver,N,GF
5786,ICT3177,spaced repetition,fördelade upprepning,bronze,N?,ICT
5787,ICT3176,space|s spaced spacing,plats utrymmen åtskilda avstånd,bronze,N?,ICT
5788,GF1342,spam,skräppost,silver,N,GF
5789,ICT3178,spanning,spänner,bronze,N?,ICT
5790,ICT3179,sparse,gles,bronze,N?,ICT
5791,ACM702,Sparse,,bronze,N?,ACM
5792,ICT3181,spatial audio,rumsliga ljud,bronze,N?,ICT
5793,ACM865,Spatial databases and GIS,,bronze,N?,ACM
5794,ICT3180,spatial spatially,rumsliga spatialt,bronze,N?,ICT
5795,ICT3182,speaker recognition,talare erkännande,bronze,N?,ICT
5796,ICT3183,speaker speakers,talare/högtalare talare/högtalare,bronze,N?,ICT
5797,GF1343,special,särskild,silver,A,GF
5798,ACM1233,Special architectures,Specialarkitekturer,bronze,N?,ACM
5799,ACM690,Special function approximations,,bronze,N?,ACM
5800,ICT3184,special specialized,speciell specialiserad,bronze,N?,ICT
5801,ACM37,Special-purpose [**],Specialändamål [**],bronze,N?,ACM
5802,ACM991,Special-purpose algebraic systems,Specialinriktade algebraiska system,bronze,N?,ACM
5803,ACM273,SPECIAL-PURPOSE AND APPLICATION-BASED SYSTEMS (J.7),TILLÄMPNINGSBASERADE SYSTEM OCH SYSTEM FÖR SPECIELLA ÄNDAMÅL,bronze,N?,ACM
5804,ACM992,Special-purpose hardware [**],Specialinriktad maskinvara [**],bronze,N?,ACM
5805,ACM434,Specialized application languages,Specialiserade applikationsspråk,bronze,N?,ACM
5806,GF1344,specific,specifik,silver,A,GF
5807,ICT3186,specification specifications specific specifically,specifikations specifikationer specifik specifikt,bronze,N?,ICT
5808,ACM619,Specification techniques,Specificeringstekniker,bronze,N?,ACM
5809,GF1345,specification,specifikation,silver,N,GF
5810,ICT3185,specify  specifies specified,specificera specificerar specificerade,bronze,N?,ICT
5811,GF1346,specify, specifiera,silver,V,GF
5812,ACM613,Specifying and Verifying and Reasoning about Programs (2.1,Specificering,bronze,N?,ACM
5813,ACM755,Spectral methods,,bronze,N?,ACM
5814,ICT3187,spectrum sensing,spektrumanalys,bronze,N?,ICT
5815,GF1347,spectrum,spektrum,silver,N,GF
5816,GF1348,speculation,spekulering,silver,N,GF
5817,ICT3188,speech,tal,bronze,N?,ICT
5818,ICT3189,speech communication,talkommunikation,bronze,N?,ICT
5819,ICT3190,speech quality measurement,talkvalitetsanalys,bronze,N?,ICT
5820,ACM1049,Speech recognition and synthesis,Taligenkänning och talsyntes,bronze,N?,ACM
5821,GF1349,speech recognition,taligenkänning,silver,N,GF
5822,ICT3192,speed dependant parameter,hastighetsberoende parameter,bronze,N?,ICT
5823,GF1350,speed,hastighet,silver,N,GF
5824,ICT3191,speed|s,hastighet hastigheter,bronze,N?,ICT
5825,ACM1265,Spelling [**],Stavning [**],bronze,N?,ACM
5826,ICT3193,spending,utgifter,bronze,N?,ICT
5827,ACM691,Spline and piecewise polynomial approximation,,bronze,N?,ACM
5828,ACM679,Spline and piecewise polynomial interpolation,,bronze,N?,ACM
5829,GF1351,spline,lister,silver,N,GF
5830,ACM1126,Splines,Punktkurvor (splines),bronze,N?,ACM
5831,ICT3194,split,split,bronze,N?,ICT
5832,ICT3195,spoken dialogue system,talad systemet dialogen,bronze,N?,ICT
5833,ICT3196,spontaneously,spontant,bronze,N?,ICT
